Date,Facility,State,Region,DDSO Service Area,Class,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,"Total
Operations"
12/08/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,187",112,64,2,"1,365",0,0,0,"1,365"
12/08/2022,MSP,MN,AGL,CE,Towers with Radar,751,88,39,13,891,0,0,0,891
12/08/2022,ORD,IL,AGL,CE,Towers with Radar,"1,556",371,12,0,"1,939",0,0,0,"1,939"
12/08/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,636,147,50,6,839,0,0,0,839
12/08/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,081",127,84,10,"1,302",0,0,0,"1,302"
12/08/2022,SAN,CA,AWP,WE,Towers with Radar,536,52,36,5,629,0,0,0,629
12/08/2022,SEA,WA,ANM,WE,Towers with Radar,"1,079",15,1,0,"1,095",0,0,0,"1,095"
12/08/2022,SFO,CA,AWP,WE,Towers with Radar,867,81,15,14,977,0,0,0,977
12/08/2022,SLC,UT,ANM,WE,Towers with Radar,626,142,200,13,981,0,0,0,981
12/08/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,474,83,83,0,640,0,0,0,640
12/09/2022,ATL,GA,ASO,ES,Towers with Radar,"1,993",100,11,0,"2,104",0,0,0,"2,104"
12/09/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,562,86,172,25,845,0,0,0,845
12/09/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,558,90,88,4,740,0,0,0,740
12/09/2022,BOS,MA,ANE,EN,Towers with Radar,936,143,44,4,"1,127",0,0,0,"1,127"
12/09/2022,BWI,MD,AEA,EN,Towers with Radar,556,46,33,4,639,0,0,0,639
12/09/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,152",169,66,0,"1,387",0,0,0,"1,387"
12/09/2022,DCA,DC,AEA,EN,Towers with Radar,884,12,3,8,907,0,0,0,907
12/09/2022,DEN,CO,ANM,WE,Towers with Radar,"1,482",274,9,0,"1,765",0,0,0,"1,765"
12/09/2022,DFW,TX,ASW,CE,Towers with Radar,"1,679",63,16,0,"1,758",0,0,0,"1,758"
12/09/2022,DTW,MI,AGL,CE,Towers with Radar,732,61,20,0,813,0,0,0,813
12/09/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,126",36,62,0,"1,224",0,0,0,"1,224"
12/09/2022,FLL,FL,ASO,ES,Towers with Radar,635,123,104,4,866,0,0,0,866
12/09/2022,IAD,VA,AEA,EN,Towers with Radar,474,219,87,2,782,0,0,0,782
12/09/2022,IAH,TX,ASW,CE,Towers with Radar,944,141,48,2,"1,135",0,0,0,"1,135"
12/09/2022,JFK,NY,AEA,EN,Towers with Radar,"1,245",19,58,6,"1,328",0,0,0,"1,328"
12/09/2022,LAS,NV,AWP,WE,Towers with Radar,"1,156",441,164,37,"1,798",0,0,0,"1,798"
12/09/2022,LAX,CA,AWP,WE,Towers with Radar,"1,414",70,41,6,"1,531",0,0,0,"1,531"
12/09/2022,LGA,NY,AEA,EN,Towers with Radar,"1,144",32,20,0,"1,196",0,0,0,"1,196"
12/09/2022,MCO,FL,ASO,ES,Towers with Radar,991,47,49,2,"1,089",0,0,0,"1,089"
12/09/2022,MDW,IL,AGL,CE,Towers with Radar,478,85,59,0,622,0,0,0,622
12/09/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,183",93,45,7,"1,328",0,0,0,"1,328"
12/09/2022,MSP,MN,AGL,CE,Towers with Radar,724,87,24,8,843,0,0,0,843
12/09/2022,ORD,IL,AGL,CE,Towers with Radar,"1,577",358,19,0,"1,954",0,0,0,"1,954"
12/09/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,582,149,68,12,811,0,0,0,811
12/09/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,062",129,75,5,"1,271",0,0,0,"1,271"
12/09/2022,SAN,CA,AWP,WE,Towers with Radar,540,52,24,4,620,0,0,0,620
12/09/2022,SEA,WA,ANM,WE,Towers with Radar,"1,078",14,3,0,"1,095",0,0,0,"1,095"
12/09/2022,SFO,CA,AWP,WE,Towers with Radar,864,100,41,10,"1,015",0,0,0,"1,015"
12/09/2022,SLC,UT,ANM,WE,Towers with Radar,617,128,120,5,870,0,0,0,870
12/09/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,487,75,76,1,639,0,0,0,639
12/10/2022,ATL,GA,ASO,ES,Towers with Radar,"1,766",50,8,0,"1,824",0,0,0,"1,824"
12/10/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,436,52,69,3,560,0,0,0,560
12/10/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,473,60,39,2,574,0,0,0,574
12/10/2022,BOS,MA,ANE,EN,Towers with Radar,725,94,23,2,844,0,0,0,844
12/10/2022,BWI,MD,AEA,EN,Towers with Radar,531,31,13,3,578,0,0,0,578
12/10/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,091",154,36,0,"1,281",0,0,0,"1,281"
12/10/2022,DCA,DC,AEA,EN,Towers with Radar,649,12,6,1,668,0,0,0,668
12/10/2022,DEN,CO,ANM,WE,Towers with Radar,"1,356",228,5,0,"1,589",0,0,0,"1,589"
12/10/2022,DFW,TX,ASW,CE,Towers with Radar,"1,526",35,9,0,"1,570",0,0,0,"1,570"
12/10/2022,DTW,MI,AGL,CE,Towers with Radar,614,54,9,0,677,0,0,0,677
12/10/2022,EWR,NJ,AEA,EN,Towers with Radar,967,16,41,2,"1,026",0,0,0,"1,026"
12/10/2022,FLL,FL,ASO,ES,Towers with Radar,653,79,64,0,796,0,0,0,796
12/10/2022,IAD,VA,AEA,EN,Towers with Radar,448,179,46,0,673,0,0,0,673
12/10/2022,IAH,TX,ASW,CE,Towers with Radar,888,140,16,0,"1,044",0,0,0,"1,044"
12/10/2022,JFK,NY,AEA,EN,Towers with Radar,"1,228",15,16,0,"1,259",0,0,0,"1,259"
12/10/2022,LAS,NV,AWP,WE,Towers with Radar,938,430,97,2,"1,467",0,0,0,"1,467"
12/10/2022,LAX,CA,AWP,WE,Towers with Radar,"1,308",54,26,3,"1,391",0,0,0,"1,391"
12/10/2022,LGA,NY,AEA,EN,Towers with Radar,591,21,4,0,616,0,0,0,616
12/10/2022,MCO,FL,ASO,ES,Towers with Radar,"1,102",22,20,0,"1,144",0,0,0,"1,144"
12/10/2022,MDW,IL,AGL,CE,Towers with Radar,408,54,28,0,490,0,0,0,490
12/10/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,183",41,29,0,"1,253",0,0,0,"1,253"
12/10/2022,MSP,MN,AGL,CE,Towers with Radar,622,62,9,1,694,0,0,0,694
12/10/2022,ORD,IL,AGL,CE,Towers with Radar,"1,470",378,4,0,"1,852",0,0,0,"1,852"
12/10/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,509,157,70,18,754,0,0,0,754
12/10/2022,PHX,AZ,AWP,CE,Towers with Radar,999,66,56,2,"1,123",0,0,0,"1,123"
12/10/2022,SAN,CA,AWP,WE,Towers with Radar,429,36,35,2,502,0,0,0,502
12/10/2022,SEA,WA,ANM,WE,Towers with Radar,975,8,0,0,983,0,0,0,983
12/10/2022,SFO,CA,AWP,WE,Towers with Radar,791,69,17,0,877,0,0,0,877
12/10/2022,SLC,UT,ANM,WE,Towers with Radar,522,68,69,1,660,0,0,0,660
12/10/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,521,52,57,0,630,0,0,0,630
12/11/2022,ATL,GA,ASO,ES,Towers with Radar,"1,960",92,16,0,"2,068",0,0,0,"2,068"
12/11/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,530,50,102,1,683,0,0,0,683
12/11/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,542,98,61,2,703,0,0,0,703
12/11/2022,BOS,MA,ANE,EN,Towers with Radar,810,119,25,0,954,0,0,0,954
12/11/2022,BWI,MD,AEA,EN,Towers with Radar,543,26,16,0,585,0,0,0,585
12/11/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,136",166,36,0,"1,338",0,0,0,"1,338"
12/11/2022,DCA,DC,AEA,EN,Towers with Radar,831,9,5,5,850,0,0,0,850
12/11/2022,DEN,CO,ANM,WE,Towers with Radar,"1,481",223,5,0,"1,709",0,0,0,"1,709"
12/11/2022,DFW,TX,ASW,CE,Towers with Radar,"1,642",41,3,0,"1,686",0,0,0,"1,686"
12/11/2022,DTW,MI,AGL,CE,Towers with Radar,696,60,10,0,766,0,0,0,766
12/11/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,064",6,14,0,"1,084",0,0,0,"1,084"
12/11/2022,FLL,FL,ASO,ES,Towers with Radar,649,102,81,0,832,0,0,0,832
12/11/2022,IAD,VA,AEA,EN,Towers with Radar,460,175,90,1,726,0,0,0,726
12/11/2022,IAH,TX,ASW,CE,Towers with Radar,913,133,19,0,"1,065",0,0,0,"1,065"
12/11/2022,JFK,NY,AEA,EN,Towers with Radar,"1,248",10,14,0,"1,272",0,0,0,"1,272"
12/11/2022,LAS,NV,AWP,WE,Towers with Radar,"1,118",396,173,2,"1,689",0,0,0,"1,689"
12/11/2022,LAX,CA,AWP,WE,Towers with Radar,"1,408",80,46,4,"1,538",0,0,0,"1,538"
12/11/2022,LGA,NY,AEA,EN,Towers with Radar,981,24,16,0,"1,021",0,0,0,"1,021"
12/11/2022,MCO,FL,ASO,ES,Towers with Radar,982,32,30,0,"1,044",0,0,0,"1,044"
12/11/2022,MDW,IL,AGL,CE,Towers with Radar,495,68,38,0,601,0,0,0,601
12/11/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,160",71,42,1,"1,274",0,0,0,"1,274"
12/11/2022,MSP,MN,AGL,CE,Towers with Radar,736,55,15,2,808,0,0,0,808
12/11/2022,ORD,IL,AGL,CE,Towers with Radar,"1,534",371,11,0,"1,916",0,0,0,"1,916"
12/11/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,525,156,41,2,724,0,0,0,724
12/11/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,043",97,56,1,"1,197",0,0,0,"1,197"
12/11/2022,SAN,CA,AWP,WE,Towers with Radar,552,41,22,0,615,0,0,0,615
12/11/2022,SEA,WA,ANM,WE,Towers with Radar,"1,064",3,5,0,"1,072",0,0,0,"1,072"
12/11/2022,SFO,CA,AWP,WE,Towers with Radar,835,92,24,2,953,0,0,0,953
12/11/2022,SLC,UT,ANM,WE,Towers with Radar,564,95,65,0,724,0,0,0,724
12/11/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,461,57,58,1,577,0,0,0,577
12/12/2022,ATL,GA,ASO,ES,Towers with Radar,"1,990",85,21,0,"2,096",0,0,0,"2,096"
12/12/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,558,70,82,7,717,0,0,0,717
12/12/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,547,86,75,5,713,0,0,0,713
12/12/2022,BOS,MA,ANE,EN,Towers with Radar,914,145,24,0,"1,083",0,0,0,"1,083"
12/12/2022,BWI,MD,AEA,EN,Towers with Radar,546,41,32,3,622,0,0,0,622
12/12/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,156",193,89,0,"1,438",0,0,0,"1,438"
12/12/2022,DCA,DC,AEA,EN,Towers with Radar,876,11,17,6,910,0,0,0,910
12/12/2022,DEN,CO,ANM,WE,Towers with Radar,"1,468",238,4,0,"1,710",0,0,0,"1,710"
12/12/2022,DFW,TX,ASW,CE,Towers with Radar,"1,655",38,14,0,"1,707",0,0,0,"1,707"
12/12/2022,DTW,MI,AGL,CE,Towers with Radar,710,50,25,0,785,0,0,0,785
12/12/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,129",18,65,0,"1,212",0,0,0,"1,212"
12/12/2022,FLL,FL,ASO,ES,Towers with Radar,644,91,86,6,827,0,0,0,827
12/12/2022,IAD,VA,AEA,EN,Towers with Radar,458,187,115,2,762,0,0,0,762
12/12/2022,IAH,TX,ASW,CE,Towers with Radar,927,145,37,0,"1,109",0,0,0,"1,109"
12/12/2022,JFK,NY,AEA,EN,Towers with Radar,"1,230",11,65,0,"1,306",0,0,0,"1,306"
12/12/2022,LAS,NV,AWP,WE,Towers with Radar,"1,164",345,101,35,"1,645",0,0,0,"1,645"
12/12/2022,LAX,CA,AWP,WE,Towers with Radar,"1,387",63,36,0,"1,486",0,0,0,"1,486"
12/12/2022,LGA,NY,AEA,EN,Towers with Radar,"1,144",11,8,4,"1,167",0,0,0,"1,167"
12/12/2022,MCO,FL,ASO,ES,Towers with Radar,998,42,18,2,"1,060",0,0,0,"1,060"
12/12/2022,MDW,IL,AGL,CE,Towers with Radar,483,77,86,0,646,0,0,0,646
12/12/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,146",87,32,0,"1,265",0,0,0,"1,265"
12/12/2022,MSP,MN,AGL,CE,Towers with Radar,702,63,25,12,802,0,0,0,802
12/12/2022,ORD,IL,AGL,CE,Towers with Radar,"1,532",374,6,0,"1,912",0,0,0,"1,912"
12/12/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,564,129,31,2,726,0,0,0,726
12/12/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,052",107,69,4,"1,232",0,0,0,"1,232"
12/12/2022,SAN,CA,AWP,WE,Towers with Radar,540,39,17,3,599,0,0,0,599
12/12/2022,SEA,WA,ANM,WE,Towers with Radar,"1,076",13,7,0,"1,096",0,0,0,"1,096"
12/12/2022,SFO,CA,AWP,WE,Towers with Radar,879,89,24,13,"1,005",0,0,0,"1,005"
12/12/2022,SLC,UT,ANM,WE,Towers with Radar,593,110,79,2,784,0,0,0,784
12/12/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,468,61,95,0,624,0,0,0,624
12/13/2022,ATL,GA,ASO,ES,Towers with Radar,"1,941",78,18,2,"2,039",0,0,0,"2,039"
12/13/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,531,46,131,27,735,0,0,0,735
12/13/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,519,71,107,5,702,0,0,0,702
12/13/2022,BOS,MA,ANE,EN,Towers with Radar,928,148,41,0,"1,117",0,0,0,"1,117"
12/13/2022,BWI,MD,AEA,EN,Towers with Radar,550,47,36,4,637,0,0,0,637
12/13/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,147",196,103,4,"1,450",0,0,0,"1,450"
12/13/2022,DCA,DC,AEA,EN,Towers with Radar,874,16,11,2,903,0,0,0,903
12/13/2022,DEN,CO,ANM,WE,Towers with Radar,"1,352",187,4,0,"1,543",0,0,0,"1,543"
12/13/2022,DFW,TX,ASW,CE,Towers with Radar,"1,899",60,27,0,"1,986",0,0,0,"1,986"
12/13/2022,DTW,MI,AGL,CE,Towers with Radar,665,56,23,0,744,0,0,0,744
12/13/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,131",41,53,0,"1,225",0,0,0,"1,225"
12/13/2022,FLL,FL,ASO,ES,Towers with Radar,602,86,98,9,795,0,0,0,795
12/13/2022,IAD,VA,AEA,EN,Towers with Radar,445,203,138,0,786,0,0,0,786
12/13/2022,IAH,TX,ASW,CE,Towers with Radar,914,154,26,0,"1,094",0,0,0,"1,094"
12/13/2022,JFK,NY,AEA,EN,Towers with Radar,"1,252",15,50,0,"1,317",0,0,0,"1,317"
12/13/2022,LAS,NV,AWP,WE,Towers with Radar,995,236,77,50,"1,358",0,0,0,"1,358"
12/13/2022,LAX,CA,AWP,WE,Towers with Radar,"1,351",72,39,3,"1,465",0,0,0,"1,465"
12/13/2022,LGA,NY,AEA,EN,Towers with Radar,"1,141",19,7,1,"1,168",0,0,0,"1,168"
12/13/2022,MCO,FL,ASO,ES,Towers with Radar,946,35,27,3,"1,011",0,0,0,"1,011"
12/13/2022,MDW,IL,AGL,CE,Towers with Radar,466,69,88,2,625,0,0,0,625
12/13/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,150",78,37,4,"1,269",0,0,0,"1,269"
12/13/2022,MSP,MN,AGL,CE,Towers with Radar,593,80,19,3,695,0,0,0,695
12/13/2022,ORD,IL,AGL,CE,Towers with Radar,"1,524",364,15,3,"1,906",0,0,0,"1,906"
12/13/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,630,147,48,3,828,0,0,0,828
12/13/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,028",109,67,11,"1,215",0,0,0,"1,215"
12/13/2022,SAN,CA,AWP,WE,Towers with Radar,490,42,22,3,557,0,0,0,557
12/13/2022,SEA,WA,ANM,WE,Towers with Radar,"1,001",13,2,0,"1,016",0,0,0,"1,016"
12/13/2022,SFO,CA,AWP,WE,Towers with Radar,813,83,25,15,936,0,0,0,936
12/13/2022,SLC,UT,ANM,WE,Towers with Radar,584,116,67,2,769,0,0,0,769
12/13/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,444,62,82,0,588,0,0,0,588
12/14/2022,ATL,GA,ASO,ES,Towers with Radar,"1,961",80,17,0,"2,058",0,0,0,"2,058"
12/14/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,532,77,164,17,790,0,0,0,790
12/14/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,528,82,66,1,677,0,0,0,677
12/14/2022,BOS,MA,ANE,EN,Towers with Radar,917,139,29,8,"1,093",0,0,0,"1,093"
12/14/2022,BWI,MD,AEA,EN,Towers with Radar,555,54,36,5,650,0,0,0,650
12/14/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,171",190,68,3,"1,432",0,0,0,"1,432"
12/14/2022,DCA,DC,AEA,EN,Towers with Radar,878,15,6,5,904,0,0,0,904
12/14/2022,DEN,CO,ANM,WE,Towers with Radar,"1,479",234,5,0,"1,718",0,0,0,"1,718"
12/14/2022,DFW,TX,ASW,CE,Towers with Radar,"1,720",73,38,0,"1,831",0,0,0,"1,831"
12/14/2022,DTW,MI,AGL,CE,Towers with Radar,676,55,17,1,749,0,0,0,749
12/14/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,130",36,54,2,"1,222",0,0,0,"1,222"
12/14/2022,FLL,FL,ASO,ES,Towers with Radar,611,96,98,2,807,0,0,0,807
12/14/2022,IAD,VA,AEA,EN,Towers with Radar,463,207,140,1,811,0,0,0,811
12/14/2022,IAH,TX,ASW,CE,Towers with Radar,945,149,38,0,"1,132",0,0,0,"1,132"
12/14/2022,JFK,NY,AEA,EN,Towers with Radar,"1,246",14,57,4,"1,321",0,0,0,"1,321"
12/14/2022,LAS,NV,AWP,WE,Towers with Radar,"1,001",280,94,53,"1,428",0,0,0,"1,428"
12/14/2022,LAX,CA,AWP,WE,Towers with Radar,"1,354",49,38,2,"1,443",0,0,0,"1,443"
12/14/2022,LGA,NY,AEA,EN,Towers with Radar,"1,146",17,14,0,"1,177",0,0,0,"1,177"
12/14/2022,MCO,FL,ASO,ES,Towers with Radar,978,46,35,1,"1,060",0,0,0,"1,060"
12/14/2022,MDW,IL,AGL,CE,Towers with Radar,478,65,50,0,593,0,0,0,593
12/14/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,172",99,49,4,"1,324",0,0,0,"1,324"
12/14/2022,MSP,MN,AGL,CE,Towers with Radar,672,78,23,4,777,0,0,0,777
12/14/2022,ORD,IL,AGL,CE,Towers with Radar,"1,550",370,5,0,"1,925",0,0,0,"1,925"
12/14/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,633,133,37,2,805,0,0,0,805
12/14/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,052",110,84,7,"1,253",0,0,0,"1,253"
12/14/2022,SAN,CA,AWP,WE,Towers with Radar,521,54,21,5,601,0,0,0,601
12/14/2022,SEA,WA,ANM,WE,Towers with Radar,995,14,6,0,"1,015",0,0,0,"1,015"
12/14/2022,SFO,CA,AWP,WE,Towers with Radar,824,88,27,13,952,0,0,0,952
12/14/2022,SLC,UT,ANM,WE,Towers with Radar,624,132,93,7,856,0,0,0,856
12/14/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,447,67,93,4,611,0,0,0,611
12/15/2022,ATL,GA,ASO,ES,Towers with Radar,"2,001",73,29,0,"2,103",0,0,0,"2,103"
12/15/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,542,90,189,19,840,0,0,0,840
12/15/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,525,113,103,15,756,0,0,0,756
12/15/2022,BOS,MA,ANE,EN,Towers with Radar,936,122,31,1,"1,090",0,0,0,"1,090"
12/15/2022,BWI,MD,AEA,EN,Towers with Radar,525,60,24,0,609,0,0,0,609
12/15/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,160",190,99,4,"1,453",0,0,0,"1,453"
12/15/2022,DCA,DC,AEA,EN,Towers with Radar,862,11,4,0,877,0,0,0,877
12/15/2022,DEN,CO,ANM,WE,Towers with Radar,"1,543",241,12,0,"1,796",0,0,0,"1,796"
12/15/2022,DFW,TX,ASW,CE,Towers with Radar,"1,827",70,26,0,"1,923",0,0,0,"1,923"
12/15/2022,DTW,MI,AGL,CE,Towers with Radar,702,64,17,0,783,0,0,0,783
12/15/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,120",33,25,0,"1,178",0,0,0,"1,178"
12/15/2022,FLL,FL,ASO,ES,Towers with Radar,685,98,110,2,895,0,0,0,895
12/15/2022,IAD,VA,AEA,EN,Towers with Radar,463,160,91,2,716,0,0,0,716
12/15/2022,IAH,TX,ASW,CE,Towers with Radar,952,164,54,0,"1,170",0,0,0,"1,170"
12/15/2022,JFK,NY,AEA,EN,Towers with Radar,"1,224",14,27,0,"1,265",0,0,0,"1,265"
12/15/2022,LAS,NV,AWP,WE,Towers with Radar,"1,078",324,110,52,"1,564",0,0,0,"1,564"
12/15/2022,LAX,CA,AWP,WE,Towers with Radar,"1,451",87,50,0,"1,588",0,0,0,"1,588"
12/15/2022,LGA,NY,AEA,EN,Towers with Radar,"1,122",16,9,0,"1,147",0,0,0,"1,147"
12/15/2022,MCO,FL,ASO,ES,Towers with Radar,999,54,41,0,"1,094",0,0,0,"1,094"
12/15/2022,MDW,IL,AGL,CE,Towers with Radar,470,92,74,1,637,0,0,0,637
12/15/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,248",90,47,0,"1,385",0,0,0,"1,385"
12/15/2022,MSP,MN,AGL,CE,Towers with Radar,715,66,28,2,811,0,0,0,811
12/15/2022,ORD,IL,AGL,CE,Towers with Radar,"1,569",380,6,0,"1,955",0,0,0,"1,955"
12/15/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,648,132,29,0,809,0,0,0,809
12/15/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,090",150,90,10,"1,340",0,0,0,"1,340"
12/15/2022,SAN,CA,AWP,WE,Towers with Radar,545,46,24,2,617,0,0,0,617
12/15/2022,SEA,WA,ANM,WE,Towers with Radar,"1,101",15,8,0,"1,124",0,0,0,"1,124"
12/15/2022,SFO,CA,AWP,WE,Towers with Radar,883,85,34,9,"1,011",0,0,0,"1,011"
12/15/2022,SLC,UT,ANM,WE,Towers with Radar,652,153,97,2,904,0,0,0,904
12/15/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,486,73,51,2,612,0,0,0,612
12/16/2022,ATL,GA,ASO,ES,Towers with Radar,"2,010",78,29,1,"2,118",0,0,0,"2,118"
12/16/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,558,86,177,16,837,0,0,0,837
12/16/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,560,96,129,15,800,0,0,0,800
12/16/2022,BOS,MA,ANE,EN,Towers with Radar,907,89,16,0,"1,012",0,0,0,"1,012"
12/16/2022,BWI,MD,AEA,EN,Towers with Radar,575,54,24,1,654,0,0,0,654
12/16/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,133",211,97,1,"1,442",0,0,0,"1,442"
12/16/2022,DCA,DC,AEA,EN,Towers with Radar,866,5,3,6,880,0,0,0,880
12/16/2022,DEN,CO,ANM,WE,Towers with Radar,"1,583",262,10,0,"1,855",0,0,0,"1,855"
12/16/2022,DFW,TX,ASW,CE,Towers with Radar,"1,816",54,20,0,"1,890",0,0,0,"1,890"
12/16/2022,DTW,MI,AGL,CE,Towers with Radar,712,62,9,0,783,0,0,0,783
12/16/2022,EWR,NJ,AEA,EN,Towers with Radar,"1,181",36,31,0,"1,248",0,0,0,"1,248"
12/16/2022,FLL,FL,ASO,ES,Towers with Radar,708,119,106,2,935,0,0,0,935
12/16/2022,IAD,VA,AEA,EN,Towers with Radar,488,228,100,1,817,0,0,0,817
12/16/2022,IAH,TX,ASW,CE,Towers with Radar,978,168,41,0,"1,187",0,0,0,"1,187"
12/16/2022,JFK,NY,AEA,EN,Towers with Radar,"1,300",17,9,0,"1,326",0,0,0,"1,326"
12/16/2022,LAS,NV,AWP,WE,Towers with Radar,"1,163",336,117,42,"1,658",0,0,0,"1,658"
12/16/2022,LAX,CA,AWP,WE,Towers with Radar,"1,491",80,46,0,"1,617",0,0,0,"1,617"
12/16/2022,LGA,NY,AEA,EN,Towers with Radar,"1,008",17,9,0,"1,034",0,0,0,"1,034"
12/16/2022,MCO,FL,ASO,ES,Towers with Radar,"1,040",46,42,1,"1,129",0,0,0,"1,129"
12/16/2022,MDW,IL,AGL,CE,Towers with Radar,491,100,59,0,650,0,0,0,650
12/16/2022,MIA,FL,ASO,ES,Combined TRACON & Tower with Radar,"1,251",96,47,2,"1,396",0,0,0,"1,396"
12/16/2022,MSP,MN,AGL,CE,Towers with Radar,758,86,29,2,875,0,0,0,875
12/16/2022,ORD,IL,AGL,CE,Towers with Radar,"1,620",394,16,1,"2,031",0,0,0,"2,031"
12/16/2022,PHL,PA,AEA,EN,Combined TRACON & Tower with Radar,665,157,41,0,863,0,0,0,863
12/16/2022,PHX,AZ,AWP,CE,Towers with Radar,"1,113",142,81,4,"1,340",0,0,0,"1,340"
12/16/2022,SAN,CA,AWP,WE,Towers with Radar,583,42,29,3,657,0,0,0,657
12/16/2022,SEA,WA,ANM,WE,Towers with Radar,"1,131",16,9,0,"1,156",0,0,0,"1,156"
12/16/2022,SFO,CA,AWP,WE,Towers with Radar,898,101,26,6,"1,031",0,0,0,"1,031"
12/16/2022,SLC,UT,ANM,WE,Towers with Radar,656,162,189,12,"1,019",0,0,0,"1,019"
12/16/2022,TPA,FL,ASO,ES,Combined TRACON & Tower with Radar,517,81,71,3,672,0,0,0,672
12/17/2022,ATL,GA,ASO,ES,Towers with Radar,"1,822",60,12,3,"1,897",0,0,0,"1,897"
12/17/2022,AUS,TX,ASW,CE,Combined TRACON & Tower with Radar,462,57,113,2,634,0,0,0,634
12/17/2022,BNA,TN,ASO,ES,Combined TRACON & Tower with Radar,488,80,66,2,636,0,0,0,636
12/17/2022,BOS,MA,ANE,EN,Towers with Radar,789,91,21,0,901,0,0,0,901
12/17/2022,BWI,MD,AEA,EN,Towers with Radar,544,27,23,0,594,0,0,0,594
12/17/2022,CLT,NC,ASO,ES,Combined TRACON & Tower with Radar,"1,110",168,48,2,"1,328",0,0,0,"1,328"
12/17/2022,DCA,DC,AEA,EN,Towers with Radar,648,6,1,2,657,0,0,0,657
12/17/2022,DEN,CO,ANM,WE,Towers with Radar,"1,454",237,13,2,"1,706",0,0,0,"1,706"
12/17/2022,DFW,TX,ASW,CE,Towers with Radar,"1,747",36,19,0,"1,802",0,0,0,"1,802"
